r(B_06,5)	round(B_06_ERR,5)	round(V_06,5)	round(V_06_ERR,5)	round(R_06,5)	round(R_06_ERR,5)	round(F814W_06,5)	round(F814W_06_ERR,5)	round(Z_06,5)	round(Z_06_ERR,5)	round(Z_BEST,8)	CLASSIF	Z_USE
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.41720	1.08670	24.62010	0.17250	-999.98999023	2	4.00000000
22.71850	0.02420	22.24000	0.01640	22.90800	0.02310	-999.98999	27.50000	25.07520	0.19220	-999.98999023	0	4.00000000
22.87900	0.02600	22.54410	0.01890	22.65210	0.02000	23.49250	0.24990	22.85100	0.03310	-999.98999023	2	4.00000000
22.91420	0.02650	22.40800	0.01780	22.83330	0.02200	25.65790	1.48880	25.36250	0.28530	-999.98999023	0	4.00000000
23.23980	0.03120	22.41380	0.01780	22.97880	0.02370	24.48560	0.52920	24.92930	0.18610	-999.98999023	0	4.00000000
23.60380	0.03750	22.59940	0.01950	22.61060	0.01980	21.27640	0.04190	20.76990	0.00910	-999.98999023	1	4.00000000
19.14880	0.00460	19.17170	0.00390	19.34910	0.00430	19.41000	0.01430	19.47430	0.00470	-999.98999023	1	4.00000000
22.63060	0.02310	22.18560	0.01590	22.71740	0.02080	24.85970	0.72250	25.07480	0.21320	-999.98999023	0	4.00000000
22.70380	0.02380	22.24470	0.01640	22.83310	0.02220	25.08750	0.84730	24.45530	0.11810	-999.98999023	0	4.00000000
22.37010	0.02040	21.99980	0.01460	22.56070	0.01920	24.90320	0.75400	24.21470	0.09570	-999.98999023	3	4.00000000
22.80860	0.02500	22.35650	0.01730	22.90400	0.02250	-999.98999	27.50000	25.16810	0.19980	-999.98999023	0	4.00000000
22.37020	0.02040	22.18090	0.01590	22.62260	0.01970	-999.98999	27.50000	25.27630	0.23740	-999.98999023	0	4.00000000
22.69480	0.02390	22.39460	0.01760	22.89550	0.02260	-999.98999	27.50000	25.19490	0.22560	-999.98999023	0	4.00000000
22.78740	0.02480	22.42970	0.01790	22.95760	0.02320	-999.98999	27.50000	24.82770	0.16330	-999.98999023	0	4.00000000
22.58540	0.02260	22.15540	0.01570	22.84920	0.02230	-999.98999	27.50000	25.03590	0.18730	-999.98999023	0	4.00000000
22.77730	0.02480	22.53300	0.01920	22.96960	0.02390	-999.98999	27.50000	24.70300	0.14370	-999.98999023	0	4.00000000
22.67810	0.02370	22.32870	0.01720	22.65350	0.02020	-999.98999	27.50000	25.53060	0.33610	-999.98999023	0	4.00000000
22.53450	0.02210	22.13700	0.01570	22.52820	0.01900	24.25020	0.44030	24.10740	0.09820	-999.98999023	2	4.00000000
23.16070	0.03060	22.31140	0.01690	22.93240	0.02350	25.70930	1.02440	25.36120	0.27070	-999.98999023	0	4.00000000
22.98140	0.02740	22.23750	0.01630	22.99600	0.02390	23.44070	0.20940	25.14650	0.22030	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	26.25410	1.43920	-999.98999	-999.98999	-999.98999023	0	4.00000000
27.75420	0.54730	24.43710	0.05110	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.98990	0.02750	22.55630	0.01920	22.37350	0.01770	22.05340	0.07010	21.43760	0.01340	-999.98999023	2	4.00000000
22.74920	0.02440	22.20900	0.01610	22.91600	0.02300	-999.98999	27.50000	24.95180	0.18160	-999.98999023	0	4.00000000
22.53870	0.02220	22.04150	0.01510	22.46890	0.01880	24.44030	0.49850	23.66040	0.07010	-999.98999023	2	4.00000000
23.22300	0.03090	22.51110	0.01900	22.75080	0.02130	24.47840	0.45980	24.29080	0.11770	-999.98999023	0	4.00000000
22.84730	0.02580	22.29400	0.01710	22.54160	0.01930	24.99660	0.77250	24.37140	0.13400	-999.98999023	0	4.00000000
22.37140	0.02040	22.06090	0.01500	22.51240	0.01860	25.52610	1.30900	23.92110	0.07450	-999.98999023	2	4.00000000
22.79110	0.02490	22.58800	0.01930	22.91260	0.02280	-999.98999	27.50000	24.62440	0.13730	-999.98999023	0	4.00000000
22.65850	0.02350	22.24180	0.01640	22.78870	0.02150	-999.98999	27.50000	24.44280	0.12400	-999.98999023	0	4.00000000
22.57490	0.02260	22.35630	0.01730	22.88810	0.02270	25.74470	1.36290	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.88480	0.02610	22.69140	0.02060	22.81390	0.02200	-999.98999	27.50000	24.41640	0.10900	-999.98999023	0	4.00000000
22.64740	0.02330	22.14310	0.01570	22.54470	0.01910	23.79040	0.29240	23.48700	0.05770	-999.98999023	2	4.00000000
22.97580	0.02750	22.52730	0.01960	22.81620	0.02210	-999.98999	27.50000	24.33380	0.12300	-999.98999023	0	4.00000000
22.74350	0.02430	22.46120	0.01830	22.82720	0.02170	-999.98999	27.50000	24.51970	0.12360	-999.98999023	0	4.00000000
22.73730	0.02430	22.47420	0.01850	22.76030	0.02110	-999.98999	27.50000	24.31840	0.10880	-999.98999023	0	4.00000000
23.05310	0.02840	22.34660	0.01710	22.98450	0.02360	-999.98999	27.50000	25.00410	0.19380	-999.98999023	0	4.00000000
22.95220	0.02690	22.38500	0.01740	22.98350	0.02330	25.23280	1.08890	25.04280	0.17900	-999.98999023	0	4.00000000
22.56780	0.02250	22.00780	0.01470	22.65600	0.02000	24.13460	0.41650	24.09790	0.08580	-999.98999023	0	4.00000000
22.98960	0.02760	22.29170	0.01680	22.82220	0.02180	-999.98999	27.50000	25.38960	0.26720	-999.98999023	0	4.00000000
23.35610	0.03320	22.20360	0.01600	22.80790	0.02210	24.47420	0.49290	25.35640	0.28550	-999.98999023	0	4.00000000
22.65200	0.02330	22.23230	0.01630	22.75210	0.02100	-999.98999	27.50000	24.44740	0.11580	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
24.49480	0.05620	-999.98999	-999.98999	-999.98999	-999.98999	24.97080	0.46980	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.17490	0.65320	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.27770	0.72030	25.97180	0.30660	-999.98999023	0	4.00000000
26.23490	0.14640	-999.98999	-999.98999	-999.98999	-999.98999	25.35750	0.77980	26.14020	0.36350	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	26.08740	1.36840	25.94880	0.29720	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	24.21420	0.29410	27.34740	1.18080	-999.98999023	0	4.00000000
25.74090	0.11100	27.18880	0.32520	-999.98999	-999.98999	25.16740	0.70910	26.17240	0.41220	-999.98999023	0	4.00000000
22.55530	0.02230	22.11200	0.01540	22.82050	0.02200	25.35190	0.98090	25.09570	0.20330	-999.98999023	0	4.00000000
22.72360	0.02410	22.50860	0.01890	22.65320	0.02000	-999.98999	27.50000	24.29310	0.10180	-999.98999023	0	4.00000000
23.45890	0.03450	22.36860	0.01740	22.94430	0.02320	24.77880	0.63670	24.53580	0.13130	-999.98999023	0	4.00000000
22.32570	0.02020	22.01480	0.01480	22.87000	0.02300	24.31920	0.46900	23.71260	0.06760	-999.98999023	0	4.00000000
23.26860	0.03160	22.76730	0.02180	22.93670	0.02360	-999.98999	27.50000	24.36150	0.11200	-999.98999023	0	4.00000000
18.08710	0.00280	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999023	1	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.03810	0.55420	-999.98999023	0	4.00000000
22.91120	0.02650	22.27380	0.01660	22.89430	0.02250	23.30460	0.14440	22.76700	0.03060	-999.98999023	1	4.00000000
22.95120	0.02720	22.37900	0.01750	22.90070	0.02280	24.18310	0.33360	24.20380	0.10040	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	24.60240	0.23170	25.63170	0.15600	-999.98999023	0	4.00000000
23.19400	0.03090	22.77310	0.02150	22.76240	0.02130	24.44760	0.42150	24.37280	0.11780	-999.98999023	0	4.00000000
22.33250	0.02020	22.06680	0.01510	22.52980	0.01920	25.14620	0.93940	24.41560	0.12100	-999.98999023	0	4.00000000
22.28970	0.01970	22.00090	0.01460	22.49520	0.01850	25.04720	0.85590	24.13940	0.08910	-999.98999023	0	4.00000000
22.61830	0.02290	22.24610	0.01650	22.77430	0.02110	-999.98999	27.50000	24.79650	0.14680	-999.98999023	0	4.00000000
22.88680	0.02600	22.50740	0.01850	22.98240	0.02340	-999.98999	27.50000	24.59340	0.12330	-999.98999023	0	4.00000000
22.49160	0.02160	22.28660	0.01670	22.71030	0.02060	-999.98999	27.50000	24.54200	0.13500	-999.98999023	0	4.00000000
22.44110	0.02120	22.13900	0.01550	22.63430	0.02000	25.11970	0.76650	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	24.86620	0.06050	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.72090	0.02400	22.61450	0.01990	22.96380	0.02340	-999.98999	27.50000	26.04530	0.46260	-999.98999023	0	4.00000000
22.67840	0.02360	22.41900	0.01790	22.88240	0.02250	25.13770	0.83320	25.85050	0.40200	-999.98999023	0	4.00000000
-999.98999	-999.98999	25.98030	0.11910	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.80880	0.02530	22.23150	0.01630	22.69680	0.02060	24.68790	0.72470	24.03860	0.08870	-999.98999023	0	4.00000000
22.70600	0.02440	22.10150	0.01540	22.66830	0.02060	-999.98999	27.50000	24.69870	0.16110	-999.98999023	0	4.00000000
22.92850	0.02710	22.69940	0.02060	22.91070	0.02330	24.82880	0.69810	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.86160	0.02580	22.26060	0.01650	22.72560	0.02070	-999.98999	27.50000	24.58130	0.12890	-999.98999023	0	4.00000000
22.58050	0.02260	23.29620	0.02830	22.79940	0.02170	24.57650	0.48630	25.52750	0.32450	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.57290	0.79010	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.29050	0.67590	26.83790	0.68270	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.04590	0.51320	25.59950	0.19870	-999.98999023	0	4.00000000
23.08840	0.02880	22.91050	0.02280	22.95880	0.02320	23.42320	0.20340	23.00940	0.03640	-999.98999023	3	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	23.07570	0.11250	25.02690	0.13880	-999.98999023	0	4.00000000
23.26030	0.03140	23.31200	0.02810	23.45410	0.03000	25.22160	0.99100	24.45790	0.12100	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.00250	0.38160	-999.98999023	0	4.00000000
24.98890	0.09690	23.35810	0.03610	-999.98999	-999.98999	25.57290	1.37710	24.32530	0.12540	-999.98999023	0	4.00000000
22.50840	0.02180	22.04220	0.01480	22.49830	0.01850	23.20590	0.17270	23.54090	0.05500	-999.98999023	2	4.00000000
22.41560	0.02090	22.00390	0.01460	22.41240	0.01780	23.85450	0.29930	23.39030	0.04890	-999.98999023	2	4.00000000
25.11310	0.10600	23.25040	0.03350	-999.98999	-999.98999	24.21450	0.40380	23.73270	0.07420	-999.98999023	2	4.00000000
23.20370	0.03080	22.89840	0.02280	22.96920	0.02350	24.83030	0.56880	24.55500	0.13550	-999.98999023	0	4.00000000
22.71630	0.02390	22.29420	0.01680	22.97310	0.02330	-999.98999	27.50000	24.72680	0.13730	-999.98999023	0	4.00000000
22.62140	0.02330	22.06790	0.01510	22.80280	0.02280	23.95120	0.32770	23.24490	0.04710	-999.98999023	3	4.00000000
22.34540	0.02010	21.97290	0.01440	22.51550	0.01870	-999.98999	27.50000	24.11200	0.08850	-999.98999023	0	4.00000000
22.72820	0.02430	22.26020	0.01650	22.80660	0.02200	25.38040	1.18270	24.00730	0.08850	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.91050	1.04610	27.57540	1.14480	-999.98999023	0	4.00000000
22.80260	0.02510	22.49840	0.01890	22.72080	0.02100	25.55250	1.33050	24.52580	0.13720	-999.98999023	0	4.00000000
-999.98999	-999.98999	25.08490	0.06710	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	24.14900	0.04070	-999.98999	-999.98999	-999.98999	27.50000	26.73940	0.54660	-999.98999023	0	4.00000000
22.42150	0.02090	22.05240	0.01500	22.21860	0.01630	23.63260	0.25520	23.14210	0.04440	-999.98999023	2	4.00000000
22.64420	0.02330	22.13160	0.01560	22.49640	0.01870	24.48460	0.54370	24.22380	0.10970	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.28770	0.43550	-999.98999023	0	4.00000000
22.80360	0.02540	22.32650	0.01710	22.94130	0.02330	-999.98999	27.50000	24.93390	0.17210	-999.98999023	0	4.00000000
23.26910	0.03190	22.19010	0.01600	22.79980	0.02200	24.79640	0.46660	24.88310	0.17940	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.05930	0.51480	27.06180	0.81570	-999.98999023	0	4.00000000
25.15750	0.08070	-999.98999	-999.98999	-999.98999	-999.98999	24.74410	0.40810	25.49050	0.22650	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.31310	0.50880	-999.98999023	0	4.00000000
22.72400	0.02420	22.85740	0.02220	23.15760	0.02600	24.29240	0.39370	24.20720	0.10240	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.09790	0.46070	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.10640	0.48130	26.59710	0.45180	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.02990	0.54460	26.10220	0.35860	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.11840	0.52800	25.36920	0.16280	-999.98999023	0	4.00000000
22.47840	0.02140	22.89200	0.02280	22.92970	0.02290	24.19240	0.39070	23.63690	0.05910	-999.98999023	1	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.25860	0.55610	25.01170	0.10930	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	23.47000	0.13700	24.86870	0.10700	-999.98999023	0	4.00000000
23.46620	0.03510	23.10990	0.02620	23.17210	0.02660	24.68630	0.58620	23.69480	0.07700	-999.98999023	2	4.00000000
24.19240	0.05050	23.78770	0.03730	23.85870	0.03790	25.20290	0.82510	24.07800	0.09210	-999.98999023	2	4.00000000
-999.98999	-999.98999	24.66870	0.09230	-999.98999	-999.98999	25.80520	1.29120	24.80040	0.16090	-999.98999023	0	4.00000000
-999.98999	-999.98999	23.34600	0.03890	-999.98999	-999.98999	25.14160	0.89580	24.42180	0.13800	-999.98999023	0	4.00000000
22.86350	0.02590	22.91600	0.02280	23.14140	0.02550	23.12350	0.16120	23.20720	0.04290	-999.98999023	2	4.00000000
22.51350	0.02200	21.96430	0.01490	22.32630	0.01730	24.17370	0.37810	23.91380	0.09110	-999.98999023	0	4.00000000
22.83290	0.02580	22.18320	0.01660	22.47820	0.01860	24.34790	0.41950	24.11780	0.10130	-999.98999023	0	4.00000000
22.27740	0.01960	21.94110	0.01430	22.41390	0.01810	24.41520	0.48740	23.80760	0.07230	-999.98999023	3	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	24.04190	0.21320	25.25670	0.13730	-999.98999023	0	4.00000000
22.42260	0.02090	22.16520	0.01570	22.62380	0.01960	23.71420	0.25370	23.89610	0.07010	-999.98999023	0	4.00000000
22.19530	0.01880	21.94130	0.01410	22.40230	0.01770	22.11710	0.07380	23.55750	0.05570	-999.98999023	0	4.00000000
22.35390	0.02030	22.15110	0.01570	22.49560	0.01870	23.91360	0.31720	23.08010	0.04100	-999.98999023	2	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	25.85420	0.22330	-999.98999023	0	4.00000000
-999.98999	-999.98999	25.93550	0.10840	-999.98999	-999.98999	-999.98999	27.50000	26.05310	0.31710	-999.98999023	0	4.00000000
22.37370	0.02040	22.06850	0.01510	22.58030	0.01960	24.41490	0.44870	23.94690	0.07670	-999.98999023	0	4.00000000
22.54290	0.02220	22.23340	0.01630	22.65240	0.02010	25.53870	1.32110	24.10030	0.09240	-999.98999023	0	4.00000000
22.64130	0.02320	22.21580	0.01610	22.70800	0.02060	-999.98999	27.50000	24.23900	0.10190	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.82130	0.02530	22.52330	0.01880	22.80000	0.02150	25.19820	0.95270	24.34490	0.10740	-999.98999023	0	4.00000000
22.37690	0.02050	22.24390	0.01650	22.61980	0.01990	24.69370	0.51850	25.95120	0.48760	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.43960	0.63490	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.45320	0.02120	22.18720	0.01600	22.64190	0.02010	24.56270	0.53110	24.62760	0.14300	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.89950	0.93860	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.83190	0.02570	22.47360	0.01900	22.56760	0.01950	-999.98999	27.50000	24.14650	0.11570	-999.98999023	0	4.00000000
-999.98999	-999.98999	26.84750	0.20900	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.38950	0.02060	22.07050	0.01520	22.34810	0.01740	25.03960	0.88950	24.53090	0.14140	-999.98999023	0	4.00000000
22.78330	0.02500	22.27490	0.01650	22.95360	0.02310	24.87460	0.78990	25.09970	0.20690	-999.98999023	0	4.00000000
23.19670	0.03020	22.64870	0.01990	22.88270	0.02240	24.88440	0.67520	24.63880	0.14220	-999.98999023	0	4.00000000
22.81440	0.02520	22.27130	0.01650	22.93340	0.02280	24.60830	0.63270	25.30990	0.23190	-999.98999023	0	4.00000000
-999.98999	-999.98999	24.11530	0.03950	-999.98999	-999.98999	26.13530	1.48280	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	25.44690	0.07900	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.71640	1.04410	25.78330	0.26560	-999.98999023	0	4.00000000
22.32050	0.02020	22.16070	0.01580	22.35530	0.01760	24.27710	0.45010	23.46460	0.06020	-999.98999023	3	4.00000000
22.36590	0.02070	21.83180	0.01350	22.10050	0.01560	22.85670	0.13340	22.39710	0.02810	-999.98999023	1	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.41590	0.02120	22.15670	0.01590	22.86570	0.02300	24.79870	0.80480	24.15610	0.09570	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.25990	0.48990	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	27.15110	0.98950	-999.98999023	0	4.00000000
22.90610	0.02650	22.19440	0.01600	22.70190	0.02070	22.10440	0.08000	25.84290	0.42040	-999.98999023	0	4.00000000
23.08910	0.02900	22.76220	0.02100	22.93930	0.02350	24.04440	0.32230	26.31150	0.65960	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.57040	0.02250	22.12630	0.01550	22.61300	0.01980	24.63950	0.69510	25.02330	0.20460	-999.98999023	0	4.00000000
22.34150	0.02030	22.18490	0.01590	22.42800	0.01830	23.66060	0.21470	24.82300	0.18610	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
22.69800	0.02390	22.20870	0.01630	22.65070	0.02000	25.34400	1.31110	24.38270	0.11100	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.13070	0.48110	-999.98999	-999.98999	-999.98999023	0	4.00000000
23.00160	0.02750	22.76980	0.02110	22.93330	0.02300	-999.98999	27.50000	24.36740	0.10640	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	25.70890	0.18050	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	24.99030	0.55850	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	24.79430	0.11370	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	25.29800	0.16200	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.62240	0.79720	24.92360	0.14290	-999.98999023	0	4.00000000
22.51320	0.02180	22.60900	0.01970	22.84660	0.02220	24.26120	0.36560	24.52160	0.12360	-999.98999023	0	4.00000000
22.65000	0.02340	22.89130	0.02290	22.89770	0.02280	23.96540	0.28910	24.27390	0.10550	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	24.95900	0.52080	24.56130	0.15120	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.11680	0.65270	24.68200	0.14330	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.20940	0.89940	25.40980	0.25390	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	26.22710	1.26180	25.12410	0.12630	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	25.15040	0.68810	24.97300	0.15980	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	-999.98999	-999.98999	-999.98999023	0	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	27.50000	26.86500	0.75130	-999.98999023	0	4.00000000
22.66720	0.02360	22.50760	0.01870	22.43630	0.01810	22.87060	0.12890	22.80680	0.03290	-999.98999023	2	4.00000000
-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	-999.98999	24.86970	0.43640	24.74970	0.10310	-999.98999023	0	4.00000000
