r(B_06,5)	round(B_06_ERR,5)	round(V_06,5)	round(V_06_ERR,5)	round(R_06,5)	round(R_06_ERR,5)	round(F814W_06,5)	round(F814W_06_ERR,5)	round(Z_06,5)	round(Z_06_ERR,5)	round(Z_BEST,8)	CLASSIF	Z_USE
23.39900	0.03300	22.87910	0.02220	22.66960	0.02010	22.46220	0.09510	22.26490	0.02140	0.37160000	3	1.00000000
23.68570	0.03820	23.04530	0.02410	22.74340	0.02090	22.32250	0.08010	22.07420	0.01890	0.37160000	2	1.00000000
22.97410	0.02700	22.30580	0.01680	22.01250	0.01460	21.61520	0.05180	21.33040	0.01230	0.37160000	2	1.00000000
23.90310	0.04260	23.20620	0.02630	22.98320	0.02340	22.69000	0.11620	22.48720	0.02530	0.37160000	2	4.00000000
23.02040	0.02790	22.30690	0.01690	21.99230	0.01460	21.54700	0.04970	21.25730	0.01190	0.37160000	2	4.00000000
23.27250	0.03180	22.62540	0.01970	22.42550	0.01800	22.18160	0.08000	21.96570	0.01830	0.37160000	2	4.00000000
21.50300	0.01350	20.82310	0.00830	20.49060	0.00720	20.02540	0.01980	19.77800	0.00530	0.37160000	2	1.00000000
22.91740	0.02620	22.30730	0.01680	22.05510	0.01500	21.66520	0.04640	21.45690	0.01330	0.37160000	1	1.00000000
23.48380	0.03430	22.73730	0.02070	22.35390	0.01720	21.86510	0.06380	21.61700	0.01410	0.37160000	2	1.00000000
23.61820	0.03660	23.00330	0.02360	22.76250	0.02110	22.45940	0.09540	22.17920	0.02050	0.37160000	2	1.00000000
23.51850	0.03490	22.45420	0.01800	21.90560	0.01390	21.29340	0.04160	20.97250	0.00960	0.37160000	1	1.00000000
22.24390	0.01910	21.43600	0.01110	20.93580	0.00880	20.32900	0.02340	20.03460	0.00610	0.37162700	2	1.00000000
22.14300	0.01830	21.22050	0.01010	20.61470	0.00760	19.91990	0.01850	19.62320	0.00500	0.37169999	2	1.00000000
23.18640	0.02950	22.82240	0.02120	22.64540	0.01950	22.28730	0.06860	22.05720	0.01670	0.37169999	2	1.00000000
23.67140	0.03770	22.84560	0.02180	22.43140	0.01780	21.94520	0.06510	21.58730	0.01370	0.37169999	2	1.00000000
22.33000	0.01990	21.54240	0.01170	21.09460	0.00950	20.49690	0.02560	20.23330	0.00690	0.37169999	1	1.00000000
22.90900	0.02610	22.31410	0.01680	22.10660	0.01530	21.80380	0.05410	21.55630	0.01360	0.37169999	2	1.00000000
22.04430	0.01730	20.88930	0.00860	20.22010	0.00630	19.46640	0.01450	19.17560	0.00400	0.37169999	1	1.00000000
23.40470	0.03280	22.80240	0.02120	22.52130	0.01850	22.12610	0.07320	21.90320	0.01630	0.37170026	3	2.00000000
23.43230	0.03390	22.84100	0.02190	22.61590	0.01970	22.22070	0.08050	21.95140	0.01830	0.37170500	2	1.00000000
20.87240	0.01010	20.14030	0.00610	19.93560	0.00550	19.47870	0.01480	19.12750	0.00390	0.37172899	2	1.00000000
22.16870	0.01840	21.48060	0.01130	21.18630	0.00990	20.74900	0.02830	20.52900	0.00770	0.37173736	2	2.00000000
23.07780	0.02840	22.05390	0.01490	21.37340	0.01080	20.67660	0.02780	20.37700	0.00730	0.37177789	1	2.00000000
23.48700	0.03480	22.71210	0.02080	22.31280	0.01690	21.72420	0.05540	21.44780	0.01310	0.37180001	1	1.00000000
23.72560	0.03860	23.30850	0.02740	22.93680	0.02280	22.69810	0.11540	22.38970	0.02180	0.37180001	2	1.00000000
23.76380	0.03980	22.78100	0.02130	22.29200	0.01670	21.66970	0.04670	21.40180	0.01250	0.37180001	1	4.00000000
24.07130	0.04710	22.96280	0.02310	22.39360	0.01780	21.65430	0.05350	21.35980	0.01260	0.37180001	2	1.00000000
22.72630	0.02410	21.62010	0.01210	20.98780	0.00910	20.31370	0.02310	20.02110	0.00610	0.37182501	1	1.00000000
22.52960	0.02180	22.07720	0.01500	21.93350	0.01410	21.71160	0.05460	21.46530	0.01290	0.37189999	2	1.00000000
22.49650	0.02160	21.59230	0.01200	21.16480	0.00980	20.53540	0.02660	20.22310	0.00670	0.37189999	1	4.00000000
22.61610	0.02280	21.84590	0.01350	21.54440	0.01170	21.04660	0.03580	20.75830	0.00890	0.37189999	2	1.00000000
22.95670	0.02670	22.24370	0.01620	21.87720	0.01370	21.42800	0.04590	21.17380	0.01120	0.37189999	2	1.00000000
22.78540	0.02460	21.69460	0.01260	20.98400	0.00900	20.27200	0.02260	19.98720	0.00590	0.37189999	1	1.00000000
22.38510	0.02050	21.64370	0.01230	21.23600	0.01030	20.65300	0.02810	20.36050	0.00720	0.37189999	1	1.00000000
22.41890	0.02080	21.69310	0.01260	21.30500	0.01050	20.79700	0.03050	20.52270	0.00780	0.37196541	2	2.00000000
24.03630	0.04480	23.09810	0.02450	22.59860	0.01920	22.00370	0.05490	21.69450	0.01440	0.37196580	2	2.00000000
22.80850	0.02500	22.19820	0.01600	21.94450	0.01430	21.63240	0.05270	21.40180	0.01260	0.37200001	2	1.00000000
22.83150	0.02510	22.15650	0.01560	21.88910	0.01370	21.52170	0.04880	21.26630	0.01130	0.37200001	2	1.00000000
23.05640	0.02790	22.63260	0.01950	22.49640	0.01830	22.48070	0.07900	22.14310	0.01830	0.37200001	2	1.00000000
21.93970	0.01660	21.39420	0.01090	21.18270	0.00990	20.88670	0.03190	20.65430	0.00830	0.37200001	2	4.00000000
23.93910	0.04240	22.83260	0.02150	22.25030	0.01630	21.43740	0.04630	21.08760	0.01030	0.37200001	2	1.00000000
22.32280	0.01980	21.82630	0.01330	21.68460	0.01250	21.50930	0.04790	21.29210	0.01210	0.37200001	3	1.00000000
22.40590	0.02060	21.86440	0.01360	21.66650	0.01240	21.40330	0.04470	21.11590	0.01080	0.37200001	2	1.00000000
23.77160	0.03960	23.20380	0.02600	22.93380	0.02270	22.57030	0.10350	22.32400	0.02230	0.37200001	3	1.00000000
23.68620	0.03840	22.73100	0.02080	22.21540	0.01610	21.48900	0.04770	21.15420	0.01100	0.37200001	2	1.00000000
22.13990	0.01820	21.25410	0.01020	20.76280	0.00810	20.14420	0.02090	19.85150	0.00550	0.37207749	1	2.00000000
23.36730	0.03250	22.72340	0.02050	22.47710	0.01810	22.15800	0.07810	21.92070	0.01660	0.37208089	1	2.00000000
24.01490	0.04560	23.29640	0.02810	22.93660	0.02310	22.56130	0.10440	22.31690	0.02340	0.37208432	2	2.00000000
23.35560	0.03270	22.57100	0.01930	22.25630	0.01660	21.78100	0.05880	21.57480	0.01510	0.37210000	2	1.00000000
21.70500	0.01490	20.97470	0.00900	20.56710	0.00740	20.04440	0.01990	19.79110	0.00540	0.37210000	2	1.00000000
23.54190	0.03600	22.62500	0.02020	21.96440	0.01460	21.30800	0.04190	21.04560	0.01040	0.37210000	2	1.00000000
23.47220	0.03430	22.75960	0.02100	22.42370	0.01780	21.96620	0.06780	21.71730	0.01490	0.37210000	1	1.00000000
23.40170	0.03330	22.89380	0.02250	22.69510	0.02040	22.51510	0.10110	22.31990	0.02300	0.37210000	3	1.00000000
23.91050	0.04250	23.24060	0.02640	22.89900	0.02260	22.35110	0.08800	22.17280	0.02000	0.37210000	2	1.00000000
22.78080	0.02450	21.89790	0.01380	21.53380	0.01170	21.05600	0.03600	20.78050	0.00880	0.37210000	2	1.00000000
22.22610	0.01890	21.22720	0.01010	20.63110	0.00770	19.88900	0.01840	19.59460	0.00490	0.37215000	2	1.00000000
24.13830	0.04770	23.27070	0.02700	22.80260	0.02140	22.22450	0.08000	21.88580	0.01680	0.37217692	2	1.00000000
22.60020	0.02250	21.78590	0.01310	21.35690	0.01070	20.77710	0.03070	20.51080	0.00770	0.37218446	3	2.00000000
23.47590	0.03400	22.87630	0.02200	22.64800	0.01970	22.38670	0.09150	22.16420	0.01920	0.37220001	2	4.00000000
23.14130	0.02920	22.28700	0.01670	21.85040	0.01350	21.27020	0.04100	20.93320	0.00960	0.37220001	2	1.00000000
24.27780	0.05160	23.34390	0.02840	22.64440	0.02000	21.98550	0.06630	21.72160	0.01540	0.37220001	1	1.00000000
23.02280	0.02770	22.35010	0.01720	22.07770	0.01510	21.75010	0.05710	21.49310	0.01360	0.37220001	2	1.00000000
22.04410	0.01740	21.39800	0.01090	21.11650	0.00960	20.72350	0.02930	20.41300	0.00730	0.37220001	1	1.00000000
23.58500	0.03650	22.92660	0.02350	22.44500	0.01810	21.95810	0.06710	21.68720	0.01500	0.37220001	2	1.00000000
23.49000	0.03440	22.40340	0.01750	21.72230	0.01270	21.04840	0.03520	20.71760	0.00850	0.37221801	1	1.00000000
22.49450	0.02150	21.45660	0.01120	20.82510	0.00840	20.12710	0.02090	19.84290	0.00550	0.37228200	1	1.00000000
22.00020	0.01700	21.70010	0.01260	21.55410	0.01180	21.55140	0.04950	21.09380	0.01050	0.37230000	1	1.00000000
23.92240	0.04260	23.19320	0.02610	22.96720	0.02320	22.58810	0.10670	22.30220	0.02200	0.37230000	3	1.00000000
23.55110	0.03580	22.87360	0.02210	22.61100	0.01940	22.30120	0.08520	22.09370	0.01920	0.37230000	2	1.00000000
23.72630	0.03870	23.25900	0.02720	22.99290	0.02340	22.71580	0.11570	22.44540	0.02430	0.37230000	2	1.00000000
22.93420	0.02650	22.39910	0.01760	22.18280	0.01590	21.90190	0.06360	21.66610	0.01480	0.37230000	2	1.00000000
23.77260	0.03990	23.14030	0.02610	22.91060	0.02290	22.61330	0.10580	22.33630	0.02230	0.37230000	1	1.00000000
22.40570	0.02060	21.66900	0.01240	21.36030	0.01080	20.88070	0.03240	20.65570	0.00840	0.37231126	2	3.00000000
22.41320	0.02060	21.43270	0.01100	20.83410	0.00840	20.09010	0.02060	19.77030	0.00530	0.37232900	2	1.00000000
23.01640	0.02750	21.91590	0.01390	21.20450	0.01000	20.47290	0.02550	20.15710	0.00650	0.37233299	1	1.00000000
22.48370	0.02130	21.41930	0.01100	20.76380	0.00810	20.04570	0.01990	19.73500	0.00520	0.37234199	1	1.00000000
22.50790	0.02210	22.07810	0.01580	21.93020	0.01450	21.90730	0.05790	21.37110	0.01490	0.37239999	1	1.00000000
23.35110	0.03250	22.57940	0.01910	22.29620	0.01680	21.89970	0.06380	21.66910	0.01500	0.37239999	0	1.00000000
22.62630	0.02280	22.01950	0.01460	21.84440	0.01350	21.56510	0.04910	21.34050	0.01210	0.37239999	2	1.00000000
23.12020	0.02880	22.50260	0.01850	22.22310	0.01620	21.87470	0.06090	21.62950	0.01430	0.37239999	2	1.00000000
22.25050	0.01920	21.11470	0.00960	20.42170	0.00700	19.66280	0.01570	19.41640	0.00450	0.37243012	1	2.00000000
22.82180	0.02510	21.70200	0.01260	21.21690	0.01010	20.57520	0.02690	20.24800	0.00670	0.37244600	1	1.00000000
18.99210	0.00420	19.17400	0.00390	19.23670	0.00400	-999.98999	-999.98999	18.52860	0.00300	0.37245300	1	1.00000000
23.66680	0.03720	22.59940	0.01920	21.95810	0.01420	21.27360	0.04130	21.00130	0.00980	0.37250000	1	1.00000000
22.10440	0.01780	21.16260	0.00970	20.62370	0.00760	19.93370	0.01880	19.62570	0.00490	0.37250000	1	1.00000000
21.80580	0.01560	20.97930	0.00900	20.56780	0.00740	19.96920	0.01920	19.63020	0.00500	0.37250000	1	1.00000000
23.43570	0.03640	22.83580	0.02370	22.43450	0.01870	22.05580	0.07140	21.84170	0.01780	0.37250000	3	1.00000000
21.51330	0.01360	20.70710	0.00790	20.27420	0.00650	19.65150	0.01620	19.35630	0.00440	0.37250000	2	1.00000000
23.09510	0.02860	22.53290	0.01880	22.35140	0.01730	22.04660	0.07160	21.85040	0.01690	0.37250000	3	1.00000000
22.40700	0.02060	21.69320	0.01260	21.34660	0.01070	20.90770	0.03280	20.64880	0.00840	0.37250000	2	1.00000000
23.17780	0.03000	22.35950	0.01740	22.01880	0.01480	21.41040	0.04040	21.14310	0.01110	0.37250000	2	1.00000000
22.19230	0.01870	21.26650	0.01030	20.75000	0.00810	20.02060	0.01980	19.72110	0.00520	0.37250501	2	1.00000000
23.89790	0.04240	22.70040	0.02050	22.16580	0.01580	21.43000	0.03980	21.09150	0.01070	0.37253600	2	1.00000000
22.13910	0.01820	20.99020	0.00900	20.25460	0.00640	19.50990	0.01510	19.22720	0.00410	0.37258229	1	2.00000000
21.29580	0.01230	20.54840	0.00730	20.21950	0.00640	19.66570	0.01630	19.37750	0.00440	0.37259999	1	1.00000000
21.81410	0.01560	20.89580	0.00860	20.39680	0.00690	19.74810	0.01710	19.41750	0.00450	0.37259999	2	1.00000000
23.32990	0.03220	22.66170	0.02010	22.41950	0.01800	22.04500	0.06860	21.81400	0.01730	0.37259999	2	1.00000000
22.44580	0.02100	21.80190	0.01320	21.56460	0.01180	21.25120	0.04040	20.99030	0.00980	0.37259999	2	1.00000000
22.58540	0.02240	21.84170	0.01350	21.55440	0.01180	21.10690	0.03740	20.87320	0.00940	0.37259999	2	1.00000000
22.26990	0.01930	21.61790	0.01210	21.38400	0.01090	21.02530	0.03520	20.76200	0.00890	0.37259999	2	1.00000000
22.32310	0.01990	21.67170	0.01240	21.36880	0.01080	20.98060	0.03400	20.71490	0.00860	0.37270001	2	1.00000000
22.55760	0.02200	22.03010	0.01460	21.86230	0.01360	21.65110	0.04850	21.47460	0.01320	0.37270001	2	1.00000000
22.92590	0.02630	22.32030	0.01700	22.10150	0.01530	21.91220	0.06250	21.64980	0.01500	0.37270001	2	1.00000000
23.85560	0.04140	22.76520	0.02090	22.13430	0.01550	21.45440	0.04380	21.16180	0.01080	0.37275851	1	2.00000000
21.01340	0.01080	19.87730	0.00540	19.56800	0.00470	-999.98999	-999.98999	18.63890	0.00330	0.37279999	0	1.00000000
23.52370	0.03510	22.83770	0.02170	22.51750	0.01860	22.16490	0.07450	21.87780	0.01660	0.37279999	2	1.00000000
23.46390	0.03400	22.39820	0.01760	21.78300	0.01310	21.11050	0.03720	20.83620	0.00920	0.37279999	1	1.00000000
23.35590	0.03280	22.59420	0.01960	22.29790	0.01680	21.87600	0.06170	21.60980	0.01460	0.37279999	1	1.00000000
24.28410	0.05060	23.34870	0.02810	22.86110	0.02190	22.14300	0.08120	21.80870	0.01560	0.37279999	2	1.00000000
22.57940	0.02240	21.90340	0.01390	21.60150	0.01220	21.21280	0.03990	20.93950	0.00990	0.37279999	2	1.00000000
22.98220	0.02700	22.43550	0.01790	22.30160	0.01690	22.09400	0.07290	21.90710	0.01730	0.37290001	3	1.00000000
23.37510	0.03270	22.35530	0.01720	21.77470	0.01310	21.16160	0.03840	20.91640	0.00970	0.37290001	1	4.00000000
22.29920	0.01990	21.72080	0.01320	21.49720	0.01180	21.20070	0.03970	21.02130	0.01210	0.37290001	2	1.00000000
22.82290	0.02510	22.27180	0.01650	22.10440	0.01530	21.90350	0.06390	21.69880	0.01530	0.37290001	2	1.00000000
23.81550	0.04150	22.79500	0.02180	22.20710	0.01620	21.40090	0.04460	21.11790	0.01070	0.37290001	1	1.00000000
21.65140	0.01450	21.32220	0.01050	20.88960	0.00860	20.43770	0.02490	20.02990	0.00610	0.37290001	1	1.00000000
23.32290	0.03180	22.73230	0.02070	22.53070	0.01930	22.30440	0.09280	22.15450	0.02030	0.37290001	2	1.00000000
21.96560	0.01670	20.95760	0.00890	20.33810	0.00670	19.58840	0.01530	19.30090	0.00430	0.37290800	1	1.00000000
23.23640	0.03050	22.91060	0.02270	22.76650	0.02100	22.58320	0.10670	22.41670	0.02390	0.37292489	1	2.00000000
23.05870	0.02800	21.94950	0.01410	21.21780	0.01010	20.49700	0.02560	20.20550	0.00650	0.37294099	1	1.00000000
23.36740	0.03270	22.25930	0.01650	21.56630	0.01180	20.89110	0.03280	20.61190	0.00810	0.37300000	1	1.00000000
22.41310	0.02060	21.75770	0.01290	21.42740	0.01110	20.94260	0.03330	20.66130	0.00820	0.37300000	2	1.00000000
22.93570	0.02640	22.37830	0.01740	22.03410	0.01490	21.69030	0.05890	21.42650	0.01260	0.37300000	2	1.00000000
21.55400	0.01380	20.57430	0.00740	19.98640	0.00570	19.25650	0.01330	18.94880	0.00360	0.37300000	1	1.00000000
23.57400	0.03640	22.97730	0.02350	22.80360	0.02150	21.46700	0.04650	22.38670	0.02360	0.37300000	0	4.00000000
23.87180	0.04180	23.21130	0.02630	22.91440	0.02270	22.40260	0.09130	22.28880	0.02140	0.37300000	2	4.00000000
23.64480	0.03740	22.79250	0.02130	22.14310	0.01560	21.41320	0.04010	21.01400	0.01020	0.37300000	2	1.00000000
22.97660	0.02710	22.22890	0.01620	21.87470	0.01380	21.36370	0.04320	21.11090	0.01080	0.37300000	2	1.00000000
23.39540	0.03320	22.94520	0.02330	22.77230	0.02120	22.61030	0.10640	22.34540	0.02370	0.37300000	1	1.00000000
22.83540	0.02510	22.20810	0.01590	21.95900	0.01430	21.65440	0.05320	21.38990	0.01230	0.37300000	2	1.00000000
21.78790	0.01540	21.13350	0.00960	20.85880	0.00850	20.45400	0.02500	20.19800	0.00660	0.37300000	2	1.00000000
23.22850	0.03040	22.66470	0.02000	22.44800	0.01800	22.14890	0.08190	21.89390	0.01700	0.37300000	2	1.00000000
23.52330	0.03520	22.62440	0.01960	22.21870	0.01610	21.58360	0.05160	21.26970	0.01150	0.37300000	2	1.00000000
23.42190	0.03340	22.42550	0.01770	21.77750	0.01310	21.09830	0.03670	20.79420	0.00880	0.37301499	1	1.00000000
22.07450	0.01760	21.45410	0.01120	21.20630	0.01000	20.82600	0.03130	20.62210	0.00820	0.37310001	2	1.00000000
22.84520	0.02530	21.69130	0.01250	20.94810	0.00890	20.23630	0.02150	19.92570	0.00570	0.37310001	1	1.00000000
23.08930	0.02900	22.46920	0.01830	22.24150	0.01660	21.96660	0.06540	21.69060	0.01490	0.37310001	2	4.00000000
23.43800	0.03340	22.73740	0.02070	22.37470	0.01730	21.98760	0.06730	21.69340	0.01440	0.37310001	2	1.00000000
22.51340	0.02160	21.43640	0.01110	20.82240	0.00840	20.17340	0.02130	19.87450	0.00560	0.37310001	1	1.00000000
23.53360	0.03530	22.94600	0.02280	22.80050	0.02130	22.55780	0.10250	22.35080	0.02200	0.37310001	2	1.00000000
22.76050	0.02460	22.10180	0.01530	21.84190	0.01360	21.53510	0.04930	21.30700	0.01210	0.37310001	2	1.00000000
22.49200	0.02140	21.87330	0.01360	21.65330	0.01230	21.35220	0.04350	21.09710	0.01030	0.37310001	2	1.00000000
21.70000	0.01490	20.95680	0.00890	20.63080	0.00770	20.07280	0.02090	19.77120	0.00540	0.37310201	1	1.00000000
23.78310	0.03970	22.81390	0.02150	22.24750	0.01640	21.62940	0.05190	21.30260	0.01180	0.37312016	2	2.00000000
23.19550	0.03000	22.57690	0.01920	22.38110	0.01750	22.11040	0.06110	21.87660	0.01690	0.37313458	2	2.00000000
22.47860	0.02130	21.84340	0.01340	21.55210	0.01180	21.23150	0.04030	20.97270	0.00990	0.37318301	2	1.00000000
22.83710	0.02580	22.42460	0.01820	22.32820	0.01750	22.25640	0.08240	21.88160	0.01900	0.37320000	3	1.00000000
24.33260	0.05280	23.38040	0.02870	22.69230	0.02030	22.10720	0.07220	21.79820	0.01570	0.37320000	1	1.00000000
22.54880	0.02200	21.40870	0.01090	20.65570	0.00770	19.92950	0.01880	19.60500	0.00490	0.37320000	1	1.00000000
22.40340	0.02060	21.50630	0.01150	20.98270	0.00900	20.33280	0.02350	20.02920	0.00610	0.37320000	2	1.00000000
22.99800	0.02720	22.11630	0.01530	21.56410	0.01180	20.91370	0.03310	20.60410	0.00800	0.37320000	1	1.00000000
21.63010	0.01430	20.95470	0.00890	20.62740	0.00770	20.16960	0.02100	19.92470	0.00570	0.37321401	3	1.00000000
23.91940	0.04320	22.84690	0.02200	22.14840	0.01570	21.46440	0.04960	21.18570	0.01160	0.37324300	1	1.00000000
24.10180	0.04700	23.18950	0.02590	22.58310	0.01930	21.92620	0.06490	21.68700	0.01500	0.37329999	1	1.00000000
22.39860	0.02050	21.84810	0.01340	21.68400	0.01250	21.46570	0.04710	21.20610	0.01110	0.37329999	3	1.00000000
21.84110	0.01590	21.21110	0.01000	20.96900	0.00900	20.61220	0.02760	20.36300	0.00720	0.37329999	2	1.00000000
21.95510	0.01670	21.38070	0.01090	21.18200	0.00990	20.95570	0.03570	20.76840	0.00890	0.37329999	3	1.00000000
23.70860	0.03840	22.94410	0.02270	22.54140	0.01890	21.96050	0.06560	21.63020	0.01410	0.37329999	2	1.00000000
24.03350	0.04480	23.26170	0.02670	22.89230	0.02220	22.38470	0.08940	22.09760	0.01920	0.37333810	1	2.00000000
22.67040	0.02340	21.60650	0.01200	20.93570	0.00880	20.26950	0.02260	19.99160	0.00590	0.37335369	1	2.00000000
21.79260	0.01540	20.59050	0.00750	19.88510	0.00540	-999.98999	-999.98999	18.76180	0.00330	0.37339458	1	1.00000000
22.41560	0.02070	21.77240	0.01300	21.44450	0.01120	20.95380	0.03390	20.66490	0.00840	0.37340000	2	1.00000000
23.69690	0.03800	22.63830	0.01970	21.96410	0.01440	21.22300	0.03920	20.96310	0.00970	0.37340000	1	4.00000000
23.84760	0.04150	23.14110	0.02550	22.75120	0.02090	22.30600	0.08430	21.99270	0.01800	0.37340000	2	1.00000000
23.93020	0.04300	22.86460	0.02210	22.27250	0.01660	21.61560	0.05240	21.35840	0.01240	0.37340000	1	4.00000000
22.56070	0.02220	22.03960	0.01470	21.87100	0.01370	21.65450	0.05310	21.40770	0.01280	0.37340000	3	1.00000000
23.31120	0.03170	22.23140	0.01630	21.58210	0.01200	20.93560	0.03330	20.64270	0.00830	0.37341300	1	1.00000000
23.52630	0.03540	23.01650	0.02420	22.78290	0.02150	22.52010	0.09940	22.21930	0.02110	0.37342766	3	2.00000000
24.45910	0.05590	23.30920	0.02750	22.67410	0.02010	21.81770	0.05830	21.52840	0.01350	0.37349856	2	2.00000000
23.73900	0.03880	22.64030	0.01960	21.90870	0.01390	21.22410	0.03600	20.92520	0.00950	0.37349999	1	1.00000000
22.00320	0.01700	21.26100	0.01020	20.95070	0.00890	20.50420	0.02580	20.24180	0.00670	0.37349999	2	1.00000000
23.62010	0.03730	23.05440	0.02480	22.75680	0.02120	22.45610	0.10340	22.21720	0.02140	0.37349999	2	1.00000000
24.49720	0.05860	23.36180	0.02940	22.90870	0.02290	22.19550	0.07740	21.91330	0.01720	0.37349999	1	4.00000000
22.16590	0.01840	20.98620	0.00900	20.26590	0.00650	19.48870	0.01490	19.18510	0.00400	0.37349999	1	1.00000000
22.57900	0.02240	21.66540	0.01240	21.25260	0.01030	20.57280	0.02680	20.22210	0.00670	0.37349999	1	1.00000000
22.53650	0.02180	21.52580	0.01150	20.93090	0.00880	20.26760	0.02350	19.98960	0.00590	0.37351161	1	2.00000000
22.65430	0.02380	21.44050	0.01130	20.73740	0.00820	19.94250	0.01890	19.71520	0.00550	0.37355599	1	1.00000000
22.42950	0.02130	21.65880	0.01280	21.28630	0.01060	20.78220	0.02890	20.59030	0.00860	0.37356955	2	2.00000000
21.79280	0.01550	20.79590	0.00820	20.35930	0.00680	19.70790	0.01670	19.48420	0.00460	0.37360001	1	1.00000000
23.26880	0.03090	22.09270	0.01510	21.35650	0.01070	20.62450	0.02780	20.36230	0.00720	0.37360001	1	1.00000000
22.98530	0.02710	22.11280	0.01530	21.64760	0.01230	21.04080	0.03360	20.71710	0.00860	0.37360001	2	1.00000000
24.14520	0.04730	23.33260	0.02750	22.95990	0.02290	22.50540	0.08980	22.22440	0.02010	0.37360001	2	1.00000000
22.80000	0.02500	22.22350	0.01620	21.98040	0.01450	21.52260	0.04240	21.50530	0.01360	0.37360001	2	1.00000000
23.72400	0.03900	23.13070	0.02530	22.96110	0.02330	22.65270	0.10830	22.51450	0.02600	0.37360001	2	1.00000000
23.99950	0.04480	22.94200	0.02310	22.29780	0.01680	21.63550	0.05050	21.39990	0.01270	0.37360942	1	2.00000000
23.49640	0.03470	22.66030	0.01990	22.33600	0.01700	21.76870	0.05740	21.44790	0.01290	0.37366599	2	2.00000000
22.78830	0.02460	21.69110	0.01250	20.97650	0.00900	20.25880	0.02250	20.00850	0.00600	0.37369999	1	1.00000000
23.36100	0.03260	22.16210	0.01580	21.42070	0.01110	20.66560	0.02840	20.33710	0.00710	0.37369999	1	1.00000000
22.56670	0.02230	21.83340	0.01340	21.48630	0.01140	21.02010	0.03480	20.78110	0.00900	0.37376267	2	2.00000000
21.65530	0.01450	20.98190	0.00900	20.67300	0.00780	20.10300	0.02070	19.80560	0.00540	0.37380001	2	1.00000000
22.29450	0.01950	21.82360	0.01330	21.72480	0.01290	21.53030	0.04870	21.31000	0.01210	0.37380001	1	1.00000000
24.20020	0.04910	23.21870	0.02620	22.51300	0.01860	21.81000	0.05850	21.51250	0.01310	0.37380001	2	1.00000000
21.63560	0.01440	20.48310	0.00710	19.80320	0.00520	-999.98999	-999.98999	18.71780	0.00320	0.37380591	1	1.00000000
23.20460	0.03000	22.52900	0.01870	22.23580	0.01630	21.86920	0.06190	21.64520	0.01450	0.37390000	2	1.00000000
23.73820	0.03960	23.50450	0.03050	23.28100	0.02750	23.28530	0.18660	22.99540	0.03760	0.37390000	3	4.00000000
24.17100	0.04860	23.07680	0.02460	22.56900	0.01910	21.91570	0.06880	21.54250	0.01380	0.37390000	2	4.00000000
22.83790	0.02540	22.61540	0.01960	22.56130	0.01910	22.53890	0.10240	22.34490	0.02360	0.37390000	2	1.00000000
22.50900	0.02160	21.60180	0.01200	21.11890	0.00960	20.45370	0.02510	20.14290	0.00640	0.37390000	2	1.00000000
22.59310	0.02250	21.40160	0.01090	20.66970	0.00780	19.88780	0.01840	19.58320	0.00480	0.37390432	1	2.00000000
22.64620	0.02330	22.21710	0.01620	22.01430	0.01530	21.75970	0.05600	21.65790	0.01630	0.37392309	1	3.00000000
23.01720	0.02750	21.93600	0.01410	21.22830	0.01010	20.46340	0.02540	20.13300	0.00640	0.37393600	1	1.00000000
22.58710	0.02250	21.98060	0.01450	21.78610	0.01320	21.49490	0.04690	21.18910	0.01130	0.37394339	2	2.00000000
22.78200	0.02450	21.55680	0.01170	20.79840	0.00830	20.03970	0.01990	19.73440	0.00520	0.37395701	1	1.00000000
23.77740	0.04040	23.13730	0.02570	22.94810	0.02300	22.62780	0.10780	22.51660	0.02540	0.37396002	2	2.00000000
23.29600	0.03150	22.14260	0.01550	21.43180	0.01110	20.70610	0.02700	20.38720	0.00720	0.37399799	1	1.00000000
21.65210	0.01450	21.25670	0.01020	21.15020	0.00980	20.92070	0.03300	20.67520	0.00830	0.37400001	2	1.00000000
22.77450	0.02470	21.73340	0.01280	21.05190	0.00930	20.39900	0.02430	20.13330	0.00640	0.37400001	1	4.00000000
22.96690	0.02690	22.40600	0.01770	22.24390	0.01650	21.94910	0.06500	21.70730	0.01540	0.37400001	2	1.00000000
21.91710	0.01640	21.23300	0.01010	20.89560	0.00870	20.43170	0.02500	20.17940	0.00650	0.37400001	2	1.00000000
23.46440	0.03410	22.91640	0.02260	22.73340	0.02070	22.62970	0.10730	22.31370	0.02220	0.37400001	2	1.00000000
23.26950	0.03110	22.53370	0.01880	22.27580	0.01670	21.85980	0.06130	21.59970	0.01430	0.37400001	2	1.00000000
23.69900	0.03810	22.54550	0.01880	21.84190	0.01350	21.14410	0.03800	20.85330	0.00910	0.37400272	1	2.00000000
22.70000	0.02360	21.94980	0.01410	21.65170	0.01230	20.87250	0.03210	20.58420	0.00810	0.37405685	2	2.00000000
23.33810	0.03210	22.25310	0.01640	21.56360	0.01190	20.85290	0.03210	20.56630	0.00800	0.37410000	1	4.00000000
22.57460	0.02230	21.83130	0.01340	21.47550	0.01140	20.96760	0.03220	20.69140	0.00850	0.37410000	2	4.00000000
24.27640	0.05110	23.21220	0.02640	22.59300	0.01940	21.96200	0.06580	21.65470	0.01480	0.37410000	1	4.00000000
